 1483  STARS OF MAGNITUDE  5.000 AND BRIGHTER                   TOTAL   1483
  696  3.828 K0     20.3798   -8.4432  .9272452  .3444670 -.1468291  2010047
  697  2.000 M5E    34.2042   -3.2062  .8257445  .5612645 -.0559299  2010084
  698  4.047 K0     43.4964   -9.0984  .7162901  .6796494 -.1581306  2010102
  699  4.898 A3     48.3505   -9.0038  .6563831  .7380170 -.1564997  2010118
  700  4.797 B9     52.0336   -5.2452  .6126238  .7850699 -.0914186  2010126
  701  3.813 K0     52.6325   -9.6261  .5983795  .7835688 -.1672181  2010128
  702  3.719 K0     55.2116   -9.9234  .5620119  .8089774 -.1723316  2010138
  703  4.953 G5     57.9448   -3.1012  .5299595  .8462956 -.0540990  2010149
  704  4.141 F2     62.3556   -6.9657  .4605576  .8793060 -.1212752  2010161
  705  4.477 G5     63.2182   -7.7661  .4464610  .8845410 -.1351288  2010165
  706  4.969 K0     67.3294    -.1498  .3854321  .9227325 -.0026152  2010175
  707  4.117 B2     68.4545   -3.4533  .3665726  .9284376 -.0602343  2010186
  708  4.180 B5     70.7501   -3.3449  .3291276  .9424811 -.0583469  2010194
  709  4.453 F0     72.6086   -5.5346  .2975038  .9498366 -.0964470  2010197
  710  4.813 B8     74.7531   -7.2457  .2608784  .9570971 -.1261252  2010207
  711  2.922 A3     76.3463   -5.1505  .2351003  .9678166 -.0897714  2010215
  712  4.344 B2     76.6878   -8.8168  .2275355  .9616310 -.1532755  2010219
  713   .344 B8P    78.0333   -8.2580  .2051941  .9681248 -.1436304  2010227
  714  3.680 B5     78.7939   -6.8970  .1929317  .9738361 -.1200856  2010230
  715  4.648 B3     79.8019    -.4303  .1770468  .9841738 -.0075101  2010234
  716  4.211 K0     80.3839   -7.8530  .1654787  .9767029 -.1366318  2010239
  717  3.438 B1     80.4903   -2.4415  .1650648  .9853623 -.0426000  2010241
  718  4.969 K5     81.7980   -1.1303  .1426355  .9895787 -.0197256  2010251
  719  2.477 B0     82.3625    -.3346  .1329021  .9911120 -.0058393  2010255
  720  4.641 B3     82.3774   -7.3370  .1315604  .9830480 -.1277046  2010257
  721  4.672 B1     83.1497   -6.0337  .1186144  .9873609 -.1051142  2010271
  722  4.648 B3     83.2294   -4.8696  .1174691  .9894417 -.0848891  2010275
  723  2.891 OE5    83.2463   -5.9412  .1169696  .9877269 -.1035073  2010278
  724  1.750 B0     83.4186   -1.2323  .1145879  .9931803 -.0215066  2010282
  725  3.781 B0     84.0585   -2.6273  .1034041  .9935826 -.0458398  2010290
  726  4.883 A3     84.1158   -7.2399  .1017011  .9868004 -.1260234  2010293
  727  2.047 B0     84.5585   -1.9675  .0947735  .9949066 -.0343329  2010297
  728  5.000 B3     84.5759   -1.1537  .0945082  .9953205 -.0201344  2010298
  729  2.203 B0     86.3458   -9.6860  .0628252  .9837405 -.1682487  2010304
  730  4.680 K0     89.3882   -3.0754  .0106618  .9985029 -.0536504  2010319
  731  4.094 K0     93.1038   -6.2582 -.0538225  .9925826 -.1090088  2010341
  732  4.977 B3     96.3722   -4.7297 -.1106086  .9904377 -.0824557  2010371
  733  4.727 B2E    96.5975   -6.9995 -.1140372  .9859744 -.1218603  2010374
  734  4.641 B2E    96.5995   -7.0009 -.1140716  .9859674 -.1218848  2010375
  735  4.891 B3    105.1071   -4.1653 -.2599357  .9628903 -.0726335  2010415
  736  4.094 A0    107.3275    -.4084 -.2978261  .9545935 -.0071278  2010421
  737  4.070 K0    114.7136   -9.4335 -.4124288  .8961242 -.1639021  2010452
  738  4.883 K0    119.6701   -1.2533 -.4948866  .8686823 -.0218716  2010466
  739  4.406 G0    121.5200   -2.8370 -.5221550  .8514132 -.0494947  2010475
  740  3.953 A0    125.7897   -3.7424 -.5835654  .8094388 -.0652701  2010489
  741  4.703 G0    130.3043   -7.0525 -.6419529  .7568498 -.1227792  2010509
  742  4.969 G5    139.5102   -9.3430 -.7504322  .6406993 -.1623451  2010537
  743  2.156 K2    141.2823   -8.4407 -.7717857  .6187091 -.1467852  2010544
  744  4.781 F5    141.6539   -2.5497 -.7835013  .6197957 -.0444851  2010549
  745  4.500 A3    142.3581    -.9635 -.7917315  .6106378 -.0168153  2010554
  746  4.102 K0    144.3261    -.9157 -.8122458  .5830964 -.0159809  2010560
  747  4.500 A0    151.3445    -.1266 -.8775165  .4795414 -.0022102  2010570
  748  4.953 B5    156.9333    -.3802 -.9200290  .3917940 -.0066363  2010588
  749  4.969 M0    164.8193   -2.2154 -.9643834  .2616683 -.0386562  2010602
  750  4.578 A5    168.5284   -3.3784 -.9783202  .1985365 -.0589306  2010610
  751  4.813 B9    173.5350   -9.5255 -.9799405  .1110436 -.1654871  2010621
  752  4.469 K0    173.5969    -.5471 -.9937166  .1115175 -.0095492  2010622
  753  4.000 A0    184.3358    -.3893 -.9971151 -.0756001 -.0067946  2010643
  754  4.781 K0    189.1648   -7.7210 -.9782841 -.1578302 -.1343498  2010653
  755  2.906 F0    189.7750   -1.1754 -.9852748 -.1697431 -.0205123  2010655
  756  4.906 M3    192.9370   -9.2680 -.9618942 -.2209564 -.1610521  2010663
  757  4.461 A0    196.8391   -5.2729 -.9530717 -.2884593 -.0919000  2010673
  758  4.828 M0    202.3394   -5.9988 -.9198837 -.3780110 -.1045069  2010683
  759  3.438 A2    203.0326    -.3406 -.9202664 -.3912474 -.0059444  2010686
  760  4.156 F5    213.3472   -5.7675 -.8311264 -.5469281 -.1004912  2010709
  761  4.992 K0    216.4042   -2.0048 -.8043579 -.5931142 -.0349840  2010722
  762  3.953 F5    220.1065   -5.4454 -.7613969 -.6413028 -.0948965  2010727
  763  4.594 F0    223.6409   -4.1457 -.7217855 -.6883309 -.0722928  2010735
  764  2.742 B8    228.5770   -9.2000 -.6531024 -.7401997 -.1598804  2010747
  765  4.828 K0    232.8636   -9.8971 -.5947304 -.7853363 -.1718798  2010755
  766  3.633 A0    236.7509   -3.2789 -.5473826 -.8349257 -.0571962  2010765
  767  4.906 A2    242.3156   -9.9363 -.4576319 -.8722375 -.1725539  2010777
  768  3.031 M0    242.9300   -3.5686 -.4541961 -.8887247 -.0622438  2010783
  769  3.344 K0    243.9190   -4.5717 -.4382428 -.8953157 -.0797064  2010788
  770  4.680 A2    246.2730   -8.2613 -.3982037 -.9059734 -.1436873  2010793
  771  5.000 K0    254.6046   -4.1500 -.2647827 -.9615887 -.0723684  2010810
  772  4.820 K0    258.5102    -.3911 -.1991883 -.9799375 -.0068252  2010817
  773  4.609 F0    260.9929   -5.0445 -.1559500 -.9838435 -.0879295  2010824
  774  4.648 B8    263.7811   -8.0903 -.1072488 -.9842214 -.1407334  2010831
  775  3.500 K0    269.0679   -9.7705 -.0160307 -.9853651 -.1697015  2010843
  776  4.602 F0    269.4615   -3.6891 -.0093798 -.9978838 -.0643427  2010845
  777  4.883 F0    270.0897   -8.1824  .0015504 -.9898188 -.1423247  2010848
  778  3.422 K0    274.6743   -2.9209  .0813860 -.9953792 -.0509566  2010863
  779  4.828 G5    275.2302   -8.9615  .0900441 -.9836806 -.1557705  2010865
  780  4.063 K0    278.1211   -8.2840  .1397914 -.9796424 -.1440804  2010874
  781  4.742 F0    279.8839   -9.1020  .1694902 -.9727529 -.1581927  2010882
  782  4.469 G0    281.1301   -4.8032  .1923592 -.9777458 -.0837328  2010889
  783  4.500 K0P   281.2026   -5.7607  .1932983 -.9759923 -.1003736  2010890
  784  4.148 K0    284.7522   -5.8114  .2533309 -.9620661 -.1012536  2010902
  785  3.547 B9    285.8985   -4.9600  .2729077 -.9581471 -.0864609  2010909
  786  4.281 B5    293.5336   -1.3990  .3991683 -.9165526 -.0244152  2010932
  787  3.367 A0    302.1816    -.9711  .5325280 -.8462427 -.0169472  2010958
  788  4.508 K0    308.9391   -1.2813  .6283367 -.7776201 -.0223611  2010979
  789  3.828 A0    311.2429   -9.6804  .6498659 -.7412146 -.1681522  2010985
  790  4.602 M0    311.2749   -5.2124  .6569443 -.7484456 -.0908485  2010986
  791  4.797 A3    312.4899   -9.1725  .6668234 -.7279671 -.1594067  2010991
  792  3.070 G0    322.2321   -5.7922  .7864621 -.6093376 -.1009207  2011023
  793  4.781 A5    323.7740   -8.0797  .7986844 -.5851060 -.1405499  2011028
  794  4.656 B5P   330.1821   -2.3976  .8668505 -.4968099 -.0418346  2011045
  795  3.188 G0    330.8041    -.5635  .8729149 -.4877733 -.0098356  2011047
  796  4.320 K0    333.5503   -8.0332  .8865401 -.4410413 -.1397467  2011054
  797  3.969 A0    334.7698   -1.6398  .9042320 -.4260816 -.0286161  2011059
  798  4.594 F2    336.5655    -.2763  .9175047 -.3976957 -.0048225  2011065
  799  4.422 F2    336.5669    -.2762  .9175141 -.3976740 -.0048203  2011066
  800  4.133 B8    338.1976    -.3763  .9284504 -.3713982 -.0065679  2011072
  801  3.844 M0    342.5016   -7.8457  .9447979 -.2978639 -.1365063  2011080
  802  4.398 M0    347.9336   -6.3209  .9719613 -.2077736 -.1100973  2011097
  803  4.477 K0    348.3221   -9.3606  .9662608 -.1997143 -.1626476  2011099
  804  4.563 B5    348.8265   -9.4558  .9677150 -.1911474 -.1642873  2011102
  805  4.656 M3    359.8494   -6.2923  .9939722 -.0026134 -.1096008  2011127
  806  4.617 A0       .2951  -17.6143  .9531024  .0049092 -.3026081  2120001
  807  4.680 M0      3.0251  -19.2104  .9430008  .0498347 -.3290380  2120013
  808  2.242 K0     10.2727  -18.2604  .9344198  .1693523 -.3133359  2120033
  809  4.930 K0     10.4166  -10.8827  .9658314  .1775525 -.1887986  2120035
  810  3.602 K0     16.5207  -10.4482  .9428204  .2796476 -.1813473  2120048
  811  3.648 K0     25.4169  -16.1909  .8673855  .4121784 -.2788393  2120064
  812  4.773 F0     26.7802  -10.9340  .8765350  .4423897 -.1896782  2120067
  813  3.922 K0     27.2481  -10.5817  .8739135  .4500579 -.1836382  2120068
  814  4.898 A0     35.8830  -12.5152  .7909643  .5722041 -.2166978  2120088
  815  4.820 F5     37.4281  -15.4644  .7653666  .5857618 -.2666403  2120091
  816  4.391 B5     40.4352  -14.0696  .7383070  .6291302 -.2431009  2120100
  817  4.609 F5     40.6956  -18.7827  .7178083  .6173167 -.3219805  2120101
  818  4.641 M0     55.9444  -12.2566  .5472334  .8096101 -.2122900  2120130
  819  3.188 K5     58.9243  -13.6507  .5015904  .8322922 -.2360015  2120137
  820  3.797 G5     67.1109  -16.5602  .3728158  .8830460 -.2850229  2120154
  821  3.977 K0     68.9713  -14.4022  .3475593  .9040673 -.2487266  2120159
  822  4.539 M0     69.5633  -19.7673  .3285968  .8818417 -.3382001  2120162
  823  4.852 F0     74.4014  -12.6108  .2624091  .9399334 -.2183269  2120177
  824  4.539 B8     77.4911  -11.9279  .2119148  .9551832 -.2066812  2120189
  825  3.297 A0P    77.6713  -16.2636  .2049761  .9378448 -.2800571  2120190
  826  4.461 B8     77.7299  -12.9993  .2070741  .9521148 -.2249394  2120191
  827  4.289 B1     79.3173  -13.2270  .1804514  .9565998 -.2288101  2120201
  828  2.688 F0     82.6307  -17.8567  .1220845  .9439645 -.3066374  2120213
  829  3.672 A2     86.1718  -14.8393  .0645382  .9644913 -.2561081  2120221
  830  3.773 F0     88.5309  -14.1740  .0248569  .9692379 -.2448675  2120229
  831  4.969 B8     89.8715  -10.5972  .0022037  .9829418 -.1839035  2120234
  832  4.672 A0     90.9725  -14.9291 -.0164001  .9661060 -.2576243  2120239
  833  4.992 B9     93.3640  -13.7007 -.0570093  .9698722 -.2368497  2120253
  834  1.992 B1     95.1240  -17.9298 -.0849737  .9476321 -.3078519  2120265
  835  4.141 K0     98.6261  -19.2129 -.1416316  .9336208 -.3290787  2120287
  836  4.648 K0     98.9223  -18.1929 -.1473415  .9385153 -.3122171  2120289
  837  4.969 K0     99.2480  -14.0996 -.1558668  .9572672 -.2436085  2120292
  838 -1.578 A0    100.7302  -16.6592 -.1783700  .9412756 -.2866784  2120297
  839  4.250 K2    102.9649  -11.9748 -.2194717  .9533014 -.2074815  2120314
  840  4.391 B5    103.4764  -16.9879 -.2228756  .9300339 -.2921702  2120316
  841  4.070 B5    105.3737  -15.5581 -.2554001  .9288872 -.2682153  2120326
  842  4.867 B8    110.0057  -18.9200 -.3236300  .8888907 -.3242482  2120352
  843  4.641 A2    119.4063  -18.2614 -.4662714  .8272855 -.3133523  2120403
  844  4.344 B3    121.6982  -19.0976 -.4965258  .8040003 -.3271782  2120409
  845  4.680 K0    122.2309  -12.7773 -.5201259  .8249583 -.2211627  2120412
  846  4.977 K0    129.8502  -15.7636 -.6166835  .7388489 -.2716683  2120443
  847  4.438 G5    131.0032  -13.3640 -.6383347  .7342376 -.2311365  2120446
  848  4.938 G5    139.3407  -11.7629 -.7426664  .6378768 -.2038620  2120477
  849  4.961 B3    144.4766  -14.1049 -.7893408  .5635180 -.2436976  2120493
  850  4.289 K0    147.2681  -14.6116 -.8140039  .5232209 -.2522649  2120496
  851  4.719 B8    150.6716  -12.8214 -.8500890  .4776016 -.2219131  2120504
  852  3.828 K0    152.0350  -12.1073 -.8635881  .4585014 -.2097428  2120511
  853  4.063 K5    155.9161  -16.5813 -.8749843  .3911048 -.2853760  2120526
  854  4.797 NB    158.7710  -13.1243 -.9077928  .3526381 -.2270649  2120538
  855  3.320 K0    161.7899  -15.9294 -.9134406  .3005027 -.2744529  2120545
  856  4.203 K0    164.3287  -18.0308 -.9155429  .2568534 -.3095279  2120552
  857  3.820 K0    169.2081  -14.5055 -.9510011  .1812731 -.2504733  2120564
  858  4.141 A5    170.5941  -17.4092 -.9413635  .1559421 -.2991935  2120568
  859  4.898 G5    175.5566  -18.0730 -.9478045  .0736518 -.3102291  2120579
  860  2.781 B8    183.3058  -17.2642 -.9533573 -.0550677 -.2967784  2120596
  861  3.109 A0    186.8159  -16.2388 -.9533192 -.1139441 -.2796413  2120606
  862  4.422 F0    187.3676  -15.9201 -.9537057 -.1233155 -.2742967  2120608
  863  4.797 G5    198.9339  -18.0452 -.8993672 -.3085177 -.3097669  2120638
  864  1.211 B2    200.6383  -10.9013 -.9189368 -.3461066 -.1891176  2120642
  865  4.891 K0    201.1939  -15.7147 -.8975127 -.3480127 -.2708469  2120645
  866  4.313 K0    212.5561  -10.0404 -.8299564 -.5298838 -.1743431  2120669
  867  4.602 A2    214.0997  -13.1417 -.8063774 -.5459516 -.2273594  2120675
  868  2.898 A3    222.0257  -15.8359 -.7146519 -.6440553 -.2728835  2120691
  869  4.656 A0P   227.3410  -19.6043 -.6383527 -.6927705 -.3355218  2120703
  870  4.023 K0    233.1818  -14.6242 -.5798626 -.7746060 -.2524776  2120721
  871  4.961 K5    234.7647  -19.5194 -.5437781 -.7698477 -.3341256  2120727
  872  4.344 K0    237.7446  -16.5827 -.5114976 -.8105044 -.2853995  2120734
  873  4.680 B3P   238.8461  -14.1368 -.5016713 -.8298637 -.2442379  2120740
  874  4.156 F8    240.4030  -11.2371 -.4844278 -.8528514 -.1948695  2120742
  875  2.898 B1    240.6312  -19.6704 -.4618100 -.8206257 -.3366081  2120744
  876  4.289 B3    242.2711  -19.3326 -.4390526 -.8352475 -.3310507  2120752
  877  4.594 K0    245.2929  -19.9225 -.3929659 -.8540890 -.3407490  2120761
  878  4.852 B3P   246.0302  -18.3448 -.3856086 -.8673223 -.3147349  2120763
  879  4.398 K0    247.0676  -16.5057 -.3735873 -.8830138 -.2841112  2120767
  880  2.703 B0    248.6007  -10.4672 -.3587938 -.9155665 -.1816727  2120770
  881  4.727 F5    251.7671  -10.6973 -.3074426 -.9332869 -.1856197  2120778
  882  2.633 A2    256.8773  -15.6637 -.2186051 -.9377191 -.2699901  2120793
  883  4.352 A0    259.5036  -12.7978 -.1776486 -.9588400 -.2215104  2120801
  884  3.641 A5    263.6798  -15.3695 -.1061476 -.9583763 -.2650427  2120810
  885  4.391 A2    264.6498  -12.8509 -.0909078 -.9707047 -.2224143  2120813
  886  4.727 A3    276.5867  -14.5995  .1110027 -.9613239 -.2520612  2120839
  887  3.953 A5    289.6930  -17.9427  .3205920 -.8957211 -.3080659  2120893
  888  4.578 &&&   289.7160  -16.0506  .3242069 -.9046798 -.2764857  2120894
  889  4.547 G0P   303.7196  -12.6642  .5416233 -.8115293 -.2192359  2120940
  890  3.773 G5    303.8210  -12.7012  .5429801 -.8104513 -.2198665  2120941
  891  4.844 A0    304.4730  -12.9181  .5516926 -.8035279 -.2235581  2120943
  892  3.250 &&&   304.5513  -14.9407  .5479702 -.7957751 -.2578189  2120945
  893  4.961 F0    306.5023  -17.9806  .5658036 -.7645746 -.3086941  2120952
  894  4.188 A0    315.7856  -17.4333  .6838129 -.6653138 -.2995956  2120985
  895  4.523 K0    316.7190  -11.5755  .7131930 -.6716338 -.2006584  2120989
  896  4.297 K0    319.8666  -17.0485  .7309486 -.6162455 -.2931819  2121002
  897  4.719 B5P   323.5710  -19.6910  .7575432 -.5591021 -.3369467  2121012
  898  3.797 F0P   324.3328  -16.8894  .7773759 -.5579262 -.2905254  2121014
  899  4.820 G5    324.9688  -19.0952  .7737841 -.5424372 -.3271391  2121016
  900  2.977 A5    326.0737  -16.3583  .7961674 -.5355324 -.2816426  2121022
  901  4.352 B8    330.9350  -14.1136  .8476848 -.4711367 -.2438456  2121031
  902  4.891 A0    337.0005  -10.9348  .9037954 -.3836288 -.1896913  2121046
  903  4.883 K5    340.2244  -19.0928  .8892592 -.3197251 -.3270994  2121051
  904  4.211 K5    341.7363  -13.8573  .9219855 -.3042696 -.2395053  2121057
  905  3.508 A2    342.9991  -16.0874  .9188515 -.2809366 -.2771039  2121062
  906  4.953 G0    354.7924  -18.0938  .9466255 -.0862767 -.3105743  2121088
  907  4.617 A0    355.0336  -14.8222  .9630950 -.0836909 -.2558201  2121090
  908  4.391 B5     14.0497  -29.6273  .8432560  .2110248 -.4943560  2230043
  909  4.180 M0     29.4136  -21.3196  .8114852  .4575029 -.3635696  2230067
  910  4.742 A0P    30.5625  -29.5360  .7491754  .4423993 -.4929696  2230071
  911  4.953 B9     37.9133  -28.4513  .6936545  .5402543 -.4764123  2230083
  912  4.813 K0     42.1917  -21.2093  .6907170  .6261213 -.3617764  2230091
  913  4.156 A3     45.0448  -23.8200  .6463683  .6473802 -.4038649  2230100
  914  3.953 F8     47.4905  -29.1763  .5899804  .6436371 -.4874980  2230104
  915  3.953 MB     49.3233  -21.9384  .6045909  .7034813 -.3736094  2230113
  916  4.320 B8     52.8949  -21.7997  .5601376  .7404968 -.3713628  2230125
  917  4.328 F8     56.1719  -23.4019  .5109092  .7623784 -.3971787  2230132
  918  4.758 B5     57.8956  -24.7594  .4826083  .7692131 -.4188084  2230139
  919  4.688 A0P    59.4479  -24.1569  .4638077  .7857533 -.4092362  2230144
  920  4.594 K0     67.8854  -29.8695  .3264517  .8033678 -.4980256  2230169
  921  4.992 B9     74.8142  -20.1235  .2459594  .9061661 -.3440449  2230182
  922  3.289 K5     75.8359  -22.4377  .2261753  .8961956 -.3816782  2230187
  923  4.727 A0     79.5780  -21.2887  .1685537  .9163908 -.3630668  2230192
  924  2.961 G0     81.5253  -20.7990  .1377691  .9246244 -.3550907  2230197
  925  3.797 F8     85.5910  -22.4674  .0710409  .9213623 -.3821579  2230210
  926  3.898 K0     87.2950  -20.8890  .0440910  .9332321 -.3565582  2230214
  927  4.352 B1     97.4427  -23.3811 -.1188983  .9101525 -.3968447  2230255
  928  4.539 A0     98.2399  -22.9238 -.1319992  .9115159 -.3895060  2230258
  929  4.656 B1    102.8462  -20.1611 -.2087114  .9152314 -.3446607  2230278
  930  4.117 K2P   103.0139  -24.1201 -.2055258  .8892488 -.4086511  2230281
  931  4.617 F5    103.3641  -20.0710 -.2171002  .9138338 -.3431841  2230286
  932  1.633 B1    104.1650  -28.9028 -.2142331  .8488230 -.4833256  2230294
  933  3.680 K5    104.9315  -27.8620 -.2277944  .8542245 -.4673437  2230304
  934  3.117 B5P   105.2338  -23.7590 -.2404898  .8830875 -.4028909  2230306
  935  1.977 F8P   106.5892  -26.3126 -.2559264  .8590782 -.4432678  2230314
  936  4.656 B5P   108.0533  -26.2650 -.2779067  .8526084 -.4425231  2230327
  937  3.828 B3P   108.1952  -26.6847 -.2789980  .8488151 -.4490802  2230328
  938  4.820 K5    108.6259  -23.2255 -.2935045  .8708285 -.3943513  2230331
  939  4.773 MB    108.6442  -27.7912 -.2828153  .8382280 -.4662503  2230333
  940  4.898 OE    109.1473  -24.4664 -.2985446  .8598509 -.4141588  2230338
  941  4.398 OE5   109.1582  -24.8617 -.2977637  .8570738 -.4204299  2230339
  942  2.430 B5P   110.5289  -29.2044 -.3061036  .8174520 -.4879271  2230349
  943  4.797 A3    111.9329  -22.9194 -.3440323  .8543898 -.3894353  2230362
  944  4.523 F8    112.9773  -22.1865 -.3614638  .8524935 -.3776226  2230365
  945  4.547 B8    113.3421  -28.2580 -.3490010  .8087339 -.4734426  2230371
  946  4.641 B8    114.0544  -25.2502 -.3686586  .8259098 -.4265722  2230379
  947  4.500 B8    114.1928  -26.6867 -.3661534  .8150037 -.4491110  2230380
  948  4.617 B3    114.1947  -26.6886 -.3661746  .8149775 -.4491411  2230381
  949  4.820 K5    115.3798  -28.2907 -.3774197  .7955688 -.4739458  2230390
  950  4.102 A2P   115.4497  -28.8343 -.3764412  .7910121 -.4822777  2230392
  951  4.594 B2    116.5015  -25.8118 -.4017009  .8056352 -.4354173  2230397
  952  3.469 G0P   116.7975  -24.7332 -.4094815  .8107234 -.4183928  2230400
  953  4.352 F8    118.6767  -22.7455 -.4425478  .8091123 -.3866378  2230411
  954  2.883 F5    121.3524  -24.1585 -.4747309  .7791890 -.4092616  2230419
  955  4.188 K2    132.1006  -27.5226 -.5945598  .6579997 -.4620985  2230461
  956  4.867 A2    133.3458  -27.4897 -.6089019  .6451159 -.4615885  2230462
  957  4.820 K5    136.4634  -25.6557 -.6534647  .6209090 -.4329618  2230469
  958  4.930 M0    139.8193  -25.7519 -.6881351  .5811213 -.4344745  2230477
  959  4.898 K0    140.2575  -28.6190 -.6749819  .5612261 -.4789830  2230478
  960  4.938 K0    141.2562  -22.1253 -.7225183  .5797540 -.3766333  2230482
  961  4.742 B2P   144.7496  -23.3635 -.7496793  .5298285 -.3965637  2230495
  962  4.977 F5P   145.4921  -27.5395 -.7306771  .5023289 -.4623599  2230498
  963  5.000 K0    147.9821  -25.6956 -.7640361  .4777541 -.4335895  2230506
  964  4.523 A2    167.2989  -22.5536 -.9009228  .2030503 -.3835474  2230559
  965  4.180 F2    181.4583  -24.4505 -.9100242 -.0231666 -.4139072  2230594
  966  3.211 K0    181.8863  -22.3416 -.9244328 -.0304456 -.3801277  2230595
  967  2.844 G5    187.9389  -23.1211 -.9108629 -.1270236 -.3926753  2230613
  968  3.328 G5    199.0502  -22.9088 -.8706781 -.3006523 -.3892658  2230639
  969  3.500 M7E   201.7430  -23.0234 -.8548672 -.3409368 -.3911063  2230642
  970  3.477 K0    210.8799  -26.4439 -.7684478 -.4595398 -.4453215  2230669
  971  4.930 K2    215.0498  -27.5267 -.7259782 -.5092760 -.4621619  2230680
  972  5.000 B8    216.3092  -29.2683 -.7029607 -.5165496 -.4888995  2230685
  973  4.633 K2    221.8334  -27.7540 -.6593686 -.5902363 -.4656760  2230702
  974  3.406 M3    225.2835  -25.0872 -.6372241 -.6435614 -.4239978  2230710
  975  4.430 K0    228.6952  -29.9663 -.5718269 -.6507864 -.4994909  2230722
  976  3.781 K2    233.4956  -27.9710 -.5253934 -.7099143 -.4690240  2230727
  977  3.797 B3    233.8945  -29.6152 -.5122927 -.7023882 -.4941730  2230733
  978  4.773 B3    236.9912  -25.6011 -.4912844 -.7562581 -.4321033  2230741
  979  4.656 B3    237.6509  -25.1797 -.4842320 -.7645287 -.4254588  2230744
  980  4.023 B3    238.4478  -29.0698 -.4573569 -.7448158 -.4858745  2230751
  981  3.000 B2    238.9553  -25.9720 -.4636245 -.7702390 -.4379317  2230756
  982  2.539 B0    239.3429  -22.4812 -.4711496 -.7948606 -.3823803  2230757
  983  4.133 B2    240.9693  -20.5356 -.4544410 -.8187983 -.3507888  2230764
  984  4.578 G0    241.1175  -20.7356 -.4517271 -.8188939 -.3540557  2230765
  985  4.703 B3    242.3043  -27.7986 -.4111365 -.7832434 -.4663652  2230775
  986  4.867 A0    243.7975  -28.4926 -.3880640 -.7885646 -.4770452  2230783
  987  4.758 A3    244.4057  -24.0508 -.3944924 -.8235782 -.4075472  2230785
  988  3.102 B1    244.5360  -25.4747 -.3881427 -.8150755 -.4301129  2230786
  989  3.109 &&&   246.5841  -26.3230 -.3561950 -.8224925 -.4434312  2230794
  990  4.867 B3    246.7912  -25.0070 -.3571406 -.8329167 -.4227297  2230796
  991  4.570 F0    247.2921  -21.3607 -.3595154 -.8591153 -.3642384  2230798
  992  2.906 B0    248.1912  -28.1143 -.3276760 -.8188826 -.4712322  2230799
  993  4.461 F5    259.5037  -21.0633 -.1700000 -.9175689 -.3593986  2230836
  994  3.367 B3    259.7340  -24.9517 -.1615848 -.8921490 -.4218537  2230838
  995  4.281 F0    260.8285  -24.1324 -.1454605 -.9009362 -.4088462  2230844
  996  4.367 F5    261.0399  -29.8252 -.1351174 -.8569603 -.4973553  2230846
  997  4.891 A0    262.0906  -23.9261 -.1257817 -.9053734 -.4055588  2230848
  998  4.891 F5    265.1068  -21.6612 -.0792753 -.9259955 -.3691176  2230856
  999  4.703 &&&   266.1028  -27.8137 -.0601147 -.8824238 -.4665989  2230858
 1000  4.758 A0    269.1846  -23.8138 -.0130198 -.9147698 -.4037657  2230869
 1001  4.297 F8P   270.4565  -29.5842  .0069287 -.8696036 -.4937019  2230881
 1002  4.656 K0    271.2291  -28.4649  .0188566 -.8789073 -.4766197  2230884
 1003  4.008 B8P   272.6930  -21.0737  .0438427 -.9320879 -.3595690  2230890
 1004  4.688 K5    273.7307  -27.0624  .0579426 -.8886242 -.4549611  2230898
 1005  2.844 K0    274.4486  -29.8516  .0672737 -.8647045 -.4977554  2230900
 1006  4.961 &&&   275.5930  -20.5705  .0912465 -.9317833 -.3513601  2230904
 1007  2.938 K0    276.2206  -25.4531  .0978388 -.8976207 -.4297728  2230907
 1008  3.297 B8    280.6338  -27.0440  .1643544 -.8753619 -.4546748  2230929
 1009  4.961 G5    282.7879  -22.8083  .2040347 -.8989426 -.3876494  2230940
 1010  2.141 B3    283.0415  -26.3612  .2021917 -.8729015 -.4440287  2230942
 1011  3.609 K0    283.6872  -21.1743  .2206453 -.9060056 -.3612057  2230946
 1012  2.711 A2    284.8577  -29.9536  .2221696 -.8374618 -.4992980  2230953
 1013  3.898 K0    285.4228  -21.8172  .2468913 -.8949435 -.3716461  2230956
 1014  3.422 K0    285.9542  -27.7480  .2432599 -.8509152 -.4655835  2230959
 1015  3.023 F2    286.6977  -21.1052  .2680487 -.8935831 -.3600820  2230966
 1016  4.930 F5    288.1195  -25.3449  .2810650 -.8589308 -.4280659  2230972
 1017  4.656 B9    293.4174  -24.9958  .3602027 -.8316873 -.4225521  2230988
 1018  4.813 G5    298.1973  -26.4328  .4231109 -.7891894 -.4451486  2230997
 1019  4.617 K2    298.4704  -27.3042  .4235923 -.7811214 -.4587144  2230998
 1020  4.953 G5    298.9778  -26.3322  .4342010 -.7840347 -.4435753  2230999
 1021  4.602 M3    299.8971  -27.8503  .4407094 -.7665081 -.4671623  2231003
 1022  4.258 F8    310.7840  -25.4537  .5898043 -.6836807 -.4297808  2231029
 1023  4.242 M0    312.2102  -27.1076  .5980511 -.6593230 -.4556622  2231037
 1024  4.930 A3    315.3900  -20.0543  .6687397 -.6596966 -.3429104  2231044
 1025  4.602 M0    316.0514  -25.2074  .6514023 -.6279234 -.4258957  2231047
 1026  3.859 G5P   320.9539  -22.6287  .7168521 -.5814504 -.3847577  2231067
